,ios_current_ratings,ios_all_ratings,ios_file_size,android_avg_rating,android_total_ratings,android_rating_1,android_rating_2,android_rating_3,android_rating_4,android_rating_5,android_file_size
2016-07-23 02:00:00,10132,111547,110,3.9,1431662,219984,78504,132116,187860,813198,58
2016-07-23 02:10:00,10132,111547,110,3.9,1431662,219984,78504,132116,187860,813198,58
2016-07-23 02:20:00,10132,111547,110,3.9,1431662,219984,78504,132116,187860,813198,58
2016-07-23 02:30:00,10132,111547,110,3.9,1431662,219984,78504,132116,187860,813198,58
2016-07-23 02:40:00,10132,111547,110,3.9,1431662,219984,78504,132116,187860,813198,58
2016-07-23 02:50:00,10132,111547,110,3.9,1431662,219984,78504,132116,187860,813198,58
2016-07-23 03:00:00,10132,111547,110,3.9,1431662,219984,78504,132116,187860,813198,58
2016-07-23 03:10:00,10132,111547,110,3.9,1431662,219984,78504,132116,187860,813198,58
2016-07-23 03:20:00,10465,111547,110,3.9,1431662,219984,78504,132116,187860,813198,58
2016-07-23 03:30:00,10465,111850,110,3.9,1431662,219984,78504,132116,187860,813198,58
2016-07-23 03:40:00,10465,111850,110,3.9,1431662,219984,78504,132116,187860,813198,58
2016-07-23 03:50:00,10465,111850,110,3.9,1431662,219984,78504,132116,187860,813198,58
2016-07-23 04:00:00,10465,111850,110,3.9,1431662,219984,78504,132116,187860,813198,58
2016-07-23 04:10:00,10465,111850,110,3.9,1431662,219984,78504,132116,187860,813198,58
2016-07-23 04:20:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 04:30:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 04:40:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 04:50:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 05:00:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 05:10:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 05:20:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 05:30:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 05:40:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 05:50:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 06:00:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 06:10:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 06:20:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 06:30:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 06:40:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 06:50:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 07:00:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 07:10:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 07:20:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 07:30:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 07:40:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 07:50:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 08:00:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 08:10:00,10465,111850,110,3.9,1439453,221012,78908,132915,189026,817592,58
2016-07-23 08:20:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 08:30:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 08:40:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 08:50:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 09:00:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 09:10:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 09:20:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 09:30:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 09:40:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 09:50:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 10:00:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 10:10:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 10:20:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 10:30:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 10:40:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 10:50:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 11:00:00,10465,111850,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 11:10:00,10792,112152,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 11:20:00,10792,112152,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 11:30:00,10792,112152,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 11:40:00,10792,112152,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 11:50:00,10792,112152,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 12:00:00,10792,112152,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 12:10:00,10792,112152,110,3.9,1449823,222426,79445,133916,190556,823480,58
2016-07-23 12:20:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 12:30:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 12:40:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 12:50:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 13:00:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 13:10:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 13:20:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 13:30:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 13:40:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 13:50:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 14:00:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 14:10:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 14:20:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 14:30:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 14:40:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 14:50:00,10792,112152,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 15:00:00,11183,112504,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 15:10:00,11183,112504,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 15:20:00,11183,112504,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 15:30:00,11183,112504,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 15:40:00,11183,112504,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 15:50:00,11183,112504,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 16:00:00,11183,112504,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 16:10:00,11183,112504,110,3.9,1460698,223850,79964,134894,192088,829902,58
2016-07-23 16:20:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 16:30:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 16:40:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 16:50:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 17:00:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 17:10:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 17:20:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 17:30:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 17:40:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 17:50:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 18:00:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 18:10:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 18:20:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 18:30:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 18:40:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 18:50:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 19:00:00,11183,112504,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 19:10:00,11566,112856,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 19:20:00,11566,112856,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 19:30:00,11566,112856,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 19:40:00,11566,112856,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 19:50:00,11566,112856,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 20:00:00,11566,112856,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 20:10:00,11566,112856,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 20:20:00,11566,112856,110,3.9,1470898,225072,80338,135795,193563,836130,58
2016-07-23 20:30:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 20:40:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 20:50:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 21:00:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 21:10:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 21:20:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 21:30:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 21:40:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 21:50:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 22:00:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 22:10:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 22:20:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 22:30:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 22:40:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 22:50:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 23:00:00,11566,112856,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 23:10:00,11566,113230,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 23:20:00,11566,113230,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 23:30:00,11969,113230,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 23:40:00,11969,113230,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-23 23:50:00,11969,113230,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-24 00:00:00,11969,113230,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-24 00:10:00,11969,113230,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-24 00:20:00,11969,113230,110,3.9,1478893,225894,80634,136578,194810,840977,58
2016-07-24 00:30:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 00:40:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 00:50:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 01:00:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 01:10:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 01:20:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 01:30:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 01:40:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 01:50:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 02:00:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 02:10:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 02:20:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 02:30:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 02:40:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 02:50:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 03:00:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 03:10:00,11969,113230,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 03:20:00,11969,113485,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 03:30:00,11969,113485,110,3.9,1493930,227284,81211,137860,197090,850485,58
2016-07-24 03:40:00,12242,113485,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 03:50:00,12242,113485,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 04:00:00,12242,113485,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 04:10:00,12242,113485,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 04:20:00,12242,113485,110,3.9,1484475,226511,80896,137131,195668,844269,58
2016-07-24 04:30:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 04:40:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 04:50:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 05:00:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 05:10:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 05:20:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 05:30:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 05:40:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 05:50:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 06:00:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 06:10:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 06:20:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 06:30:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 06:40:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 06:50:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 07:00:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 07:10:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 07:20:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 07:30:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 07:40:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 07:50:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 08:00:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 08:10:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 08:20:00,12242,113485,110,3.9,1499762,227730,81382,138163,197966,854521,58
2016-07-24 08:30:00,12242,113485,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 08:40:00,12242,113485,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 08:50:00,12242,113485,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 09:00:00,12242,113485,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 09:10:00,12242,113485,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 09:20:00,12242,113485,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 09:30:00,12242,113485,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 09:40:00,12242,113485,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 09:50:00,12242,113485,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 10:00:00,12242,113485,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 10:10:00,12242,113485,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 10:20:00,12242,113485,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 10:30:00,12242,113485,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 10:40:00,12242,113485,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 10:50:00,12242,113752,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 11:00:00,12242,113485,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 11:10:00,12531,113752,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 11:20:00,12531,113752,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 11:30:00,12531,113752,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 11:40:00,12531,113752,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 11:50:00,12531,113752,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 12:00:00,12531,113752,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 12:10:00,12531,113752,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 12:20:00,12531,113752,110,3.9,1521851,229869,82097,139673,201120,869092,58
2016-07-24 12:30:00,12531,113752,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 12:40:00,12531,113752,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 12:50:00,12531,113752,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 13:00:00,12531,113752,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 13:10:00,12531,113752,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 13:20:00,12531,113752,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 13:30:00,12531,113752,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 13:40:00,12531,113752,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 13:50:00,12531,113752,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 14:00:00,12531,113752,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 14:10:00,12531,113752,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 14:20:00,12531,113752,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 14:30:00,12531,113752,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 14:40:00,12531,113752,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 14:50:00,12531,114078,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 15:00:00,12531,113752,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 15:10:00,12883,114078,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 15:20:00,12883,114078,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 15:30:00,12883,114078,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 15:40:00,12883,114078,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 15:50:00,12883,114078,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 16:00:00,12883,114078,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 16:10:00,12883,114078,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 16:20:00,12883,114078,110,3.9,1537958,231686,82695,141018,203436,879123,58
2016-07-24 16:30:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 16:40:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 16:50:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 17:00:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 17:10:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 17:20:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 17:30:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 17:40:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 17:50:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 18:00:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 18:10:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 18:20:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 18:30:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 18:40:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 18:50:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 19:00:00,12883,114078,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 19:10:00,13274,114433,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 19:20:00,13274,114433,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 19:30:00,13274,114433,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 19:40:00,13274,114433,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 19:50:00,13274,114433,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 20:00:00,13274,114433,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 20:10:00,13274,114433,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 20:20:00,13274,114433,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 20:30:00,13274,114433,110,3.9,1553903,233353,83244,142343,205719,889244,58
2016-07-24 20:40:00,13274,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 20:50:00,13274,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 21:00:00,13274,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 21:10:00,13274,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 21:20:00,13274,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 21:30:00,13274,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 21:40:00,13274,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 21:50:00,13274,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 22:00:00,13274,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 22:10:00,13274,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 22:20:00,13274,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 22:30:00,13274,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 22:40:00,13274,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 22:50:00,13274,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 23:00:00,13274,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 23:10:00,13633,114433,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 23:20:00,13274,114769,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 23:30:00,13633,114769,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 23:40:00,13633,114769,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-24 23:50:00,13633,114769,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-25 00:00:00,13633,114769,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-25 00:10:00,13633,114769,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-25 00:20:00,13633,114769,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-25 00:30:00,13633,114769,110,3.9,1563182,234229,83619,143119,207168,895047,58
2016-07-25 00:40:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 00:50:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 01:00:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 01:10:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 01:20:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 01:30:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 01:40:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 01:50:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 02:00:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 02:10:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 02:20:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 02:30:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 02:40:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 02:50:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 03:00:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 03:10:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 03:20:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 03:30:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 03:40:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 03:50:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 04:00:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
2016-07-25 04:10:00,13633,114769,110,3.9,1569172,234818,83803,143639,208076,898836,58
